zip code,location,latitude,longitude
10305,POINT (-74.06043 40.606354),40.606354, -74.06043
10314,POINT (-74.1552 40.590813),40.590813, -74.1552
11204,POINT (-73.97593 40.608494),40.608494, -73.97593
10031,POINT (-73.945755 40.827774),40.827774, -73.945755
11212,POINT (-73.91708 40.659744),40.659744, -73.91708
11433,POINT (-73.77568 40.697304),40.697304, -73.77568
11434,POINT (-73.78714 40.678642),40.678642, -73.78714
10030,POINT (-73.94745 40.81776),40.81776, -73.94745
10305,POINT (-74.06773 40.613274),40.613274, -74.06773
10303,POINT (-74.16474 40.639782),40.639782, -74.16474
10452,POINT (-73.924774 40.84797),40.84797, -73.924774
11364,POINT (-73.75993 40.744286),40.744286, -73.75993
10026,POINT (-73.95681 40.807545),40.807545, -73.95681
10314,POINT (-74.14502 40.607265),40.607265, -74.14502
11375,POINT (-73.83978 40.729168),40.729168, -73.83978
10314,POINT (-74.16017 40.61526),40.61526, -74.16017
10456,POINT (-73.90299 40.820026),40.820026, -73.90299
10314,POINT (-74.15957 40.61163),40.61163, -74.15957
10312,POINT (-74.19641 40.541172),40.541172, -74.19641
10040,POINT (-73.926796 40.859943),40.859943, -73.926796
10040,POINT (-73.9312 40.85962),40.85962, -73.9312
10302,POINT (-74.13971 40.634644),40.634644, -74.13971
11208,POINT (-73.873116 40.6866),40.6866, -73.873116
11367,POINT (-73.83643 40.73662),40.73662, -73.83643
11252,POINT (-74.04007 40.63174),40.63174, -74.04007
11208,POINT (-73.86576 40.673676),40.673676, -73.86576
10475,POINT (-73.8214 40.868458),40.868458, -73.8214
10471,POINT (-73.9084 40.889927),40.889927, -73.9084
11412,POINT (-73.762665 40.68754),40.68754, -73.762665
10303,POINT (-74.15736 40.632515),40.632515, -74.15736
11235,POINT (-73.95289 40.585197),40.585197, -73.95289
10309,POINT (-74.19216 40.53541),40.53541, -74.19216
11367,POINT (-73.83175 40.728016),40.728016, -73.83175
10308,POINT (-74.148796 40.549644),40.549644, -74.148796
10314,POINT (-74.12429 40.622353),40.622353, -74.12429
10027,POINT (-73.95828 40.810627),40.810627, -73.95828
11377,POINT (-73.893776 40.742607),40.742607, -73.893776
10302,POINT (-74.145035 40.625126),40.625126, -74.145035
11223,POINT (-73.9831 40.60063),40.60063, -73.9831
11358,POINT (-73.79334 40.771755),40.771755, -73.79334
11222,POINT (-73.9576 40.729877),40.729877, -73.9576
11415,POINT (-73.833046 40.71044),40.71044, -73.833046
11239-2801,POINT (-73.86995 40.649384),40.649384, -73.86995
10704:10705,POINT (-73.878525 40.902946),40.902946, -73.878525
10467,POINT (-73.87195 40.860764),40.860764, -73.87195
100,POINT (-73.993256 40.77297),40.77297, -73.993256
11354,POINT (-73.82114 40.767227),40.767227, -73.82114
11361,POINT (-73.76667 40.76753),40.76753, -73.76667
11211,POINT (-73.94924 40.71682),40.71682, -73.94924
11101,POINT (-73.92792 40.75205),40.75205, -73.92792
11355,POINT (-73.815 40.740784),40.740784, -73.815
11356,POINT (-73.856895 40.785595),40.785595, -73.856895
11101,POINT (-73.93336 40.756237),40.756237, -73.93336
11375,POINT (-73.846535 40.74286),40.74286, -73.846535
10024,POINT (-73.97123 40.787792),40.787792, -73.97123
10303,POINT (-74.164536 40.627),40.627, -74.164536
11206,POINT (-73.94579 40.692764),40.692764, -73.94579
11236,POINT (-73.91796 40.643158),40.643158, -73.91796
11423,POINT (-73.76654 40.710938),40.710938, -73.76654
10314,POINT (-74.19082 40.591618),40.591618, -74.19082
11221,POINT (-73.91933 40.69706),40.69706, -73.91933
11356,POINT (-73.84151 40.780155),40.780155, -73.84151
11354,POINT (-73.84887 40.77201),40.77201, -73.84887
10314,POINT (-74.134346 40.603508),40.603508, -74.134346
11364,POINT (-73.76666 40.750134),40.750134, -73.76666
11213,POINT (-73.963715 40.677525),40.677525, -73.963715
11230,POINT (-73.97404 40.628803),40.628803, -73.97404
10309,POINT (-74.21722 40.554714),40.554714, -74.21722
10314,POINT (-74.167366 40.606358),40.606358, -74.167366
11225,POINT (-73.9573 40.664303),40.664303, -73.9573
11225,POINT (-73.953705 40.662174),40.662174, -73.953705
11201-1832,POINT (-73.9868 40.700405),40.700405, -73.9868
11367,POINT (-73.81228 40.738945),40.738945, -73.81228
10471,POINT (-73.90672 40.89114),40.89114, -73.90672
10306,POINT (-74.139084 40.56567),40.56567, -74.139084
11355,POINT (-73.830284 40.74285),40.74285, -73.830284
11204,POINT (-73.98448 40.621292),40.621292, -73.98448
10308,POINT (-74.14792 40.54722),40.54722, -74.14792
10306,POINT (-74.111206 40.57811),40.57811, -74.111206
11421,POINT (-73.86352 40.68632),40.68632, -73.86352
11374,POINT (-73.85775 40.731285),40.731285, -73.85775
11206,POINT (-73.939255 40.701103),40.701103, -73.939255
10309,POINT (-74.20153 40.526264),40.526264, -74.20153
11429,POINT (-73.73996 40.710926),40.710926, -73.73996
10303,POINT (-74.1718 40.62759),40.62759, -74.1718
11361,POINT (-73.782 40.75763),40.75763, -73.782
10469,POINT (-73.85455 40.8726),40.8726, -73.85455
11216,POINT (-73.9463 40.680717),40.680717, -73.9463
10302,POINT (-74.13515 40.631485),40.631485, -74.13515
11694,POINT (-73.82619 40.58501),40.58501, -73.82619
11412,POINT (-73.768585 40.69703),40.69703, -73.768585
11412,POINT (-73.75274 40.708607),40.708607, -73.75274
11237,POINT (-73.914925 40.699165),40.699165, -73.914925
10458,POINT (-73.89286 40.843464),40.843464, -73.89286
10038,POINT (-74.00561 40.710396),40.710396, -74.00561
11207,POINT (-73.8852 40.670856),40.670856, -73.8852
11225,POINT (-73.95059 40.668964),40.668964, -73.95059
10303,POINT (-74.177124 40.624203),40.624203, -74.177124
11368,POINT (-73.85169 40.75203),40.75203, -73.85169
11418,POINT (-73.83461 40.703926),40.703926, -73.83461
11214,POINT (-73.99751 40.608776),40.608776, -73.99751
11233,POINT (-73.93487 40.68203),40.68203, -73.93487
10303,POINT (-74.162224 40.622826),40.622826, -74.162224
10456,POINT (-73.914764 40.827557),40.827557, -73.914764
11691,POINT (-73.75607 40.599834),40.599834, -73.75607
11214,POINT (-73.99369 40.605556),40.605556, -73.99369
10456,POINT (-73.90646 40.821712),40.821712, -73.90646
11368,POINT (-73.85688 40.76036),40.76036, -73.85688
10021,POINT (-73.95505 40.76912),40.76912, -73.95505
11237,POINT (-73.930244 40.70413),40.70413, -73.930244
11426,POINT (-73.73361 40.742676),40.742676, -73.73361
11238,POINT (-73.95899 40.68375),40.68375, -73.95899
11221,POINT (-73.92698 40.687435),40.687435, -73.92698
11005,POINT (-73.722244 40.75537),40.75537, -73.722244
11205,POINT (-73.96182 40.699715),40.699715, -73.96182
10465-3826,POINT (-73.81286 40.81982),40.81982, -73.81286
11378,POINT (-73.89454 40.725365),40.725365, -73.89454
11232,POINT (-74.00011 40.66172),40.66172, -74.00011
11358:11432,POINT (-73.81762 40.73973),40.73973, -73.81762
11373,POINT (-73.926994 40.762726),40.762726, -73.926994
11214,POINT (-73.99473 40.608006),40.608006, -73.99473
10314,POINT (-74.16101 40.619305),40.619305, -74.16101
11365,POINT (-73.81611 40.739082),40.739082, -73.81611
11228,POINT (-74.01229 40.607582),40.607582, -74.01229
11209,POINT (-74.02095 40.622272),40.622272, -74.02095
10305,POINT (-74.072464 40.605423),40.605423, -74.072464
11434,POINT (-73.769966 40.68186),40.68186, -73.769966
11377,POINT (-73.90552 40.761635),40.761635, -73.90552
11237,POINT (-73.92032 40.70674),40.70674, -73.92032
11378,POINT (-73.90183 40.716988),40.716988, -73.90183
11205,POINT (-73.96159 40.696205),40.696205, -73.96159
10460,POINT (-73.88606 40.83839),40.83839, -73.88606
10303,POINT (-74.15287 40.636864),40.636864, -74.15287
10303,POINT (-74.17125 40.639053),40.639053, -74.17125
11105,POINT (-73.90074 40.773926),40.773926, -73.90074
11201,POINT (-73.9976 40.697018),40.697018, -73.9976
111354,POINT (-73.83689 40.752968),40.752968, -73.83689
11237,POINT (-73.93205 40.702),40.702, -73.93205
10306,POINT (-74.133125 40.559746),40.559746, -74.133125
11207,POINT (-73.88975 40.674114),40.674114, -73.88975
11226,POINT (-73.96792 40.6496),40.6496, -73.96792
11201,POINT (-73.98787 40.6865),40.6865, -73.98787
10023,POINT (-73.98215 40.776295),40.776295, -73.98215
111354,POINT (-73.83465 40.74901),40.74901, -73.83465
11377,POINT (-73.89748 40.752434),40.752434, -73.89748
10305,POINT (-74.070755 40.604782),40.604782, -74.070755
10302,POINT (-74.14338 40.628693),40.628693, -74.14338
10312,POINT (-74.16572 40.550816),40.550816, -74.16572
10115,POINT (-73.96265 40.816883),40.816883, -73.96265
11369,POINT (-73.86284 40.765976),40.765976, -73.86284
10027,POINT (-73.95635 40.80817),40.80817, -73.95635
11239,POINT (-73.88371 40.6496),40.6496, -73.88371
11697,POINT (-73.91604 40.584324),40.584324, -73.91604
10467,POINT (-73.871956 40.87231),40.87231, -73.871956
10034,POINT (-73.929985 40.867794),40.867794, -73.929985
10314,POINT (-74.1911 40.587307),40.587307, -74.1911
11432,POINT (-73.78446 40.710373),40.710373, -73.78446
11434,POINT (-73.77279 40.693123),40.693123, -73.77279
11205,POINT (-73.96578 40.697636),40.697636, -73.96578
10003,POINT (-73.99143 40.729847),40.729847, -73.99143
10302,POINT (-74.14068 40.63515),40.63515, -74.14068
11436,POINT (-73.79849 40.673347),40.673347, -73.79849
11207,POINT (-73.88466 40.653454),40.653454, -73.88466
11239,POINT (-73.884125 40.649956),40.649956, -73.884125
11252,POINT (-74.037735 40.612453),40.612453, -74.037735
11109,POINT (-73.95181 40.742283),40.742283, -73.95181
112321,POINT (-74.00146 40.676834),40.676834, -74.00146
11206,POINT (-73.933205 40.70497),40.70497, -73.933205
10303,POINT (-74.16544 40.62715),40.62715, -74.16544
10069,POINT (-73.98578 40.78291),40.78291, -73.98578
11203,POINT (-73.92348 40.650833),40.650833, -73.92348
10465,POINT (-73.81854 40.8219),40.8219, -73.81854
10305,POINT (-74.08219 40.60194),40.60194, -74.08219
11415,POINT (-73.82211 40.701836),40.701836, -73.82211
11106,POINT (-73.92656 40.755085),40.755085, -73.92656
10034,POINT (-73.91123 40.871655),40.871655, -73.91123
11101,POINT (-73.952736 40.738853),40.738853, -73.952736
11101,POINT (-73.940254 40.75472),40.75472, -73.940254
10013,POINT (-73.99794 40.71816),40.71816, -73.99794
11217,POINT (-73.973656 40.6873),40.6873, -73.973656
10309,POINT (-74.22389 40.532616),40.532616, -74.22389
11362,POINT (-73.73337 40.761444),40.761444, -73.73337
10033,POINT (-73.9369 40.851902),40.851902, -73.9369
10453,POINT (-73.91742 40.844925),40.844925, -73.91742
10463,POINT (-73.887245 40.886734),40.886734, -73.887245
11205,POINT (-73.96093 40.697735),40.697735, -73.96093
11203,POINT (-73.92423 40.648712),40.648712, -73.92423
11354,POINT (-73.843506 40.776577),40.776577, -73.843506
11361,POINT (-73.78011 40.76745),40.76745, -73.78011
10465,POINT (-73.8363 40.82439),40.82439, -73.8363
11234,POINT (-73.903336 40.59976),40.59976, -73.903336
11375,POINT (-73.83925 40.728146),40.728146, -73.83925
10461,POINT (-73.84241 40.840347),40.840347, -73.84241
11224,POINT (-73.9922 40.575806),40.575806, -73.9922
10314,POINT (-74.16123 40.58045),40.58045, -74.16123
10037,POINT (-73.95203 40.798832),40.798832, -73.95203
11368,POINT (-73.84717 40.74424),40.74424, -73.84717
10314,POINT (-74.15607 40.61855),40.61855, -74.15607
10302,POINT (-74.132744 40.629635),40.629635, -74.132744
11103,POINT (-73.909294 40.766827),40.766827, -73.909294
10314,POINT (-74.176315 40.61137),40.61137, -74.176315
10033,POINT (-73.936554 40.852608),40.852608, -73.936554
10469,POINT (-73.85212 40.877296),40.877296, -73.85212
10308,POINT (-74.14227 40.555744),40.555744, -74.14227
11427,POINT (-73.761856 40.72434),40.72434, -73.761856
11208,POINT (-73.87801 40.69286),40.69286, -73.87801
10034,POINT (-73.932175 40.866474),40.866474, -73.932175
10466,POINT (-73.85107 40.886467),40.886467, -73.85107
11691,POINT (-73.761665 40.59997),40.59997, -73.761665
11412,POINT (-73.758385 40.685947),40.685947, -73.758385
11205,POINT (-73.95235 40.694263),40.694263, -73.95235
11238,POINT (-73.96966 40.672733),40.672733, -73.96966
10461,POINT (-73.837 40.84482),40.84482, -73.837
10016,POINT (-73.97093 40.745182),40.745182, -73.97093
11693,POINT (-73.82799 40.582462),40.582462, -73.82799
11435,POINT (-73.81061 40.6996),40.6996, -73.81061
11439,POINT (-73.78973 40.78849),40.78849, -73.78973
10306,POINT (-74.09345 40.57905),40.57905, -74.09345
10040,POINT (-73.93417 40.859257),40.859257, -73.93417
10309,POINT (-74.21719 40.53599),40.53599, -74.21719
10468,POINT (-73.90494 40.860287),40.860287, -73.90494
11364,POINT (-73.78503 40.74162),40.74162, -73.78503
11436,POINT (-73.79726 40.683357),40.683357, -73.79726
10466,POINT (-73.84599 40.90316),40.90316, -73.84599
10039,POINT (-73.939255 40.828297),40.828297, -73.939255
11354,POINT (-73.833176 40.762333),40.762333, -73.833176
11102,POINT (-73.928566 40.766716),40.766716, -73.928566
10303,POINT (-74.171265 40.639805),40.639805, -74.171265
11225,POINT (-73.95379 40.662945),40.662945, -73.95379
11232,POINT (-74.01058 40.651398),40.651398, -74.01058
11355,POINT (-73.82609 40.74604),40.74604, -73.82609
10312,POINT (-74.16424 40.5433),40.5433, -74.16424
11233,POINT (-73.91786 40.68623),40.68623, -73.91786
11364,POINT (-73.74622 40.7524),40.7524, -73.74622
10456,POINT (-73.90206 40.828197),40.828197, -73.90206
11364,POINT (-73.76616 40.755745),40.755745, -73.76616
11234,POINT (-73.92424 40.62154),40.62154, -73.92424
11361,POINT (-73.77846 40.75341),40.75341, -73.77846
11207,POINT (-73.88503 40.6735),40.6735, -73.88503
10303,POINT (-74.16818 40.639202),40.639202, -74.16818
11356,POINT (-73.84241 40.78015),40.78015, -73.84241
10024,POINT (-73.977234 40.795536),40.795536, -73.977234
10069,POINT (-73.99034 40.7773),40.7773, -73.99034
11203,POINT (-73.94518 40.658184),40.658184, -73.94518
11421,POINT (-73.863625 40.702858),40.702858, -73.863625
11221,POINT (-73.92726 40.6889),40.6889, -73.92726
11105,POINT (-73.9129 40.78109),40.78109, -73.9129
11360,POINT (-73.78053 40.779865),40.779865, -73.78053
11233,POINT (-73.925 40.674736),40.674736, -73.925
11432,POINT (-73.81468 40.715935),40.715935, -73.81468
11224-4003,POINT (-73.96752 40.583992),40.583992, -73.96752
10033,POINT (-73.93745 40.859093),40.859093, -73.93745
11225,POINT (-73.96063 40.660202),40.660202, -73.96063
11249,POINT (-73.96339 40.711212),40.711212, -73.96339
10302,POINT (-74.13032 40.638165),40.638165, -74.13032
11360,POINT (-73.77698 40.7568),40.7568, -73.77698
10460,POINT (-73.8751 40.838505),40.838505, -73.8751
10456,POINT (-73.90709 40.833416),40.833416, -73.90709
10460,POINT (-73.8696 40.84398),40.84398, -73.8696
11378,POINT (-73.89442 40.72648),40.72648, -73.89442
10002,POINT (-73.9898 40.710094),40.710094, -73.9898
10023,POINT (-73.984985 40.77912),40.77912, -73.984985
10027,POINT (-73.95287 40.815845),40.815845, -73.95287
111354,POINT (-73.837296 40.769188),40.769188, -73.837296
10473,POINT (-73.83697 40.816338),40.816338, -73.83697
11694,POINT (-73.82955 40.581493),40.581493, -73.82955
11252,POINT (-74.04143 40.626137),40.626137, -74.04143
10025,POINT (-73.973465 40.797886),40.797886, -73.973465
11102,POINT (-73.92603 40.77573),40.77573, -73.92603
11211,POINT (-73.92385 40.73361),40.73361, -73.92385
10302,POINT (-74.13202 40.627647),40.627647, -74.13202
10314,POINT (-74.16194 40.594574),40.594574, -74.16194
11210,POINT (-73.95202 40.63353),40.63353, -73.95202
11693,POINT (-73.8091 40.589966),40.589966, -73.8091
10456,POINT (-73.91218 40.827904),40.827904, -73.91218
11208,POINT (-73.86838 40.662014),40.662014, -73.86838
11379,POINT (-73.886116 40.72822),40.72822, -73.886116
10314,POINT (-74.15514 40.584656),40.584656, -74.15514
10458,POINT (-73.88515 40.866383),40.866383, -73.88515
10303,POINT (-74.14486 40.624973),40.624973, -74.14486
11422,POINT (-73.72926 40.66824),40.66824, -73.72926
11216,POINT (-73.94644 40.681446),40.681446, -73.94644
11357,POINT (-73.823105 40.79225),40.79225, -73.823105
10040,POINT (-73.932526 40.854538),40.854538, -73.932526
11691,POINT (-73.74444 40.597427),40.597427, -73.74444
10314,POINT (-74.15942 40.619865),40.619865, -74.15942
10314,POINT (-74.166725 40.588413),40.588413, -74.166725
10302,POINT (-74.138985 40.63363),40.63363, -74.138985
10456,POINT (-73.909584 40.834187),40.834187, -73.909584
10474,POINT (-73.89145 40.818974),40.818974, -73.89145
10303,POINT (-74.15975 40.626457),40.626457, -74.15975
11218,POINT (-73.97065 40.652023),40.652023, -73.97065
11354,POINT (-73.826584 40.77163),40.77163, -73.826584
11221,POINT (-73.92293 40.69221),40.69221, -73.92293
11433,POINT (-73.77982 40.704926),40.704926, -73.77982
10312,POINT (-74.199745 40.549213),40.549213, -74.199745
11220,POINT (-74.019844 40.646294),40.646294, -74.019844
10473,POINT (-73.842064 40.828957),40.828957, -73.842064
11434,POINT (-73.763596 40.680096),40.680096, -73.763596
10464,POINT (-73.786995 40.84859),40.84859, -73.786995
10458,POINT (-73.89686 40.85999),40.85999, -73.89686
10009:10010,POINT (-73.97471 40.721027),40.721027, -73.97471
10014,POINT (-74.00314 40.731464),40.731464, -74.00314
11364,POINT (-73.75281 40.750366),40.750366, -73.75281
10468,POINT (-73.90121 40.86661),40.86661, -73.90121
11357,POINT (-73.81703 40.78818),40.78818, -73.81703
10463,POINT (-73.89254 40.88809),40.88809, -73.89254
11436,POINT (-73.80248 40.6763),40.6763, -73.80248
11434,POINT (-73.77775 40.684048),40.684048, -73.77775
11103,POINT (-73.91582 40.757473),40.757473, -73.91582
11213,POINT (-73.928604 40.66597),40.66597, -73.928604
10304,POINT (-74.09219 40.609947),40.609947, -74.09219
10035-3501,POINT (-73.93182 40.80786),40.80786, -73.93182
10458,POINT (-73.89637 40.858376),40.858376, -73.89637
11691,POINT (-73.75108 40.605915),40.605915, -73.75108
10306,POINT (-74.1466 40.572872),40.572872, -74.1466
11378,POINT (-73.88781 40.727585),40.727585, -73.88781
11225,POINT (-73.95666 40.658306),40.658306, -73.95666
11385,POINT (-73.8889 40.690666),40.690666, -73.8889
11428,POINT (-73.73319 40.719574),40.719574, -73.73319
11101,POINT (-73.94408 40.752285),40.752285, -73.94408
11419,POINT (-73.81783 40.69367),40.69367, -73.81783
10473,POINT (-73.84329 40.827984),40.827984, -73.84329
11206,POINT (-73.93765 40.70337),40.70337, -73.93765
11691,POINT (-73.7739 40.595764),40.595764, -73.7739
11237,POINT (-73.917076 40.700546),40.700546, -73.917076
11206,POINT (-73.93516 40.6835),40.6835, -73.93516
11204,POINT (-73.99423 40.615128),40.615128, -73.99423
10472,POINT (-73.85444 40.831493),40.831493, -73.85444
11231,POINT (-73.99778 40.663795),40.663795, -73.99778
11361,POINT (-73.772736 40.765053),40.765053, -73.772736
10307,POINT (-74.243454 40.50447),40.50447, -74.243454
11215,POINT (-73.98808 40.661667),40.661667, -73.98808
10019,POINT (-74.002144 40.729794),40.729794, -74.002144
11224-9993,POINT (-73.978676 40.582638),40.582638, -73.978676
10302,POINT (-74.14268 40.622307),40.622307, -74.14268
10010,POINT (-73.97945 40.735588),40.735588, -73.97945
10312,POINT (-74.15051 40.537262),40.537262, -74.15051
11434,POINT (-73.771164 40.68367),40.68367, -73.771164
11221,POINT (-73.92413 40.690002),40.690002, -73.92413
10302,POINT (-74.13687 40.624435),40.624435, -74.13687
10303,POINT (-74.166245 40.634792),40.634792, -74.166245
11378,POINT (-73.910385 40.729305),40.729305, -73.910385
10314,POINT (-74.13026 40.60143),40.60143, -74.13026
11421,POINT (-73.85981 40.702484),40.702484, -73.85981
10303,POINT (-74.14865 40.625607),40.625607, -74.14865
10314,POINT (-74.19169 40.586678),40.586678, -74.19169
10034,POINT (-73.92762 40.874496),40.874496, -73.92762
10304,POINT (-74.08541 40.606895),40.606895, -74.08541
10465,POINT (-73.82537 40.839207),40.839207, -73.82537
10010,POINT (-73.97898 40.736176),40.736176, -73.97898
10456,POINT (-73.90907 40.839947),40.839947, -73.90907
11355,POINT (-73.826485 40.773117),40.773117, -73.826485
11209,POINT (-74.027145 40.62576),40.62576, -74.027145
11428,POINT (-73.75277 40.718006),40.718006, -73.75277
11357,POINT (-73.79754 40.77997),40.77997, -73.79754
10314,POINT (-74.1465 40.60783),40.60783, -74.1465
10038,POINT (-74.00612 40.70435),40.70435, -74.00612
10314,POINT (-74.13771 40.61196),40.61196, -74.13771
10302,POINT (-74.13108 40.63115),40.63115, -74.13108
10031,POINT (-73.9504 40.828922),40.828922, -73.9504
11212,POINT (-73.92212 40.65701),40.65701, -73.92212
11427,POINT (-73.75399 40.727154),40.727154, -73.75399
11212,POINT (-73.9274 40.665073),40.665073, -73.9274
11238,POINT (-73.95699 40.68773),40.68773, -73.95699
10474,POINT (-73.89264 40.81782),40.81782, -73.89264
10314,POINT (-74.13171 40.605034),40.605034, -74.13171
10457,POINT (-73.892136 40.843254),40.843254, -73.892136
11221,POINT (-73.92997 40.69825),40.69825, -73.92997
10303,POINT (-74.15648 40.636036),40.636036, -74.15648
11212,POINT (-73.90825 40.65613),40.65613, -73.90825
11358,POINT (-73.80385 40.761406),40.761406, -73.80385
11235,POINT (-73.95948 40.57587),40.57587, -73.95948
10460,POINT (-73.88268 40.83959),40.83959, -73.88268
11692,POINT (-73.797165 40.592785),40.592785, -73.797165
10302,POINT (-74.13947 40.63688),40.63688, -74.13947
11693,POINT (-73.81472 40.584023),40.584023, -73.81472
11434,POINT (-73.78711 40.68723),40.68723, -73.78711
11236,POINT (-73.897224 40.612762),40.612762, -73.897224
11233,POINT (-73.91636 40.677822),40.677822, -73.91636
11412,POINT (-73.76699 40.699066),40.699066, -73.76699
11367,POINT (-73.83512 40.73243),40.73243, -73.83512
11419,POINT (-73.82294 40.68854),40.68854, -73.82294
10472,POINT (-73.865074 40.8254),40.8254, -73.865074
10468,POINT (-73.905716 40.860565),40.860565, -73.905716
10302,POINT (-74.13514 40.640263),40.640263, -74.13514
11220,POINT (-74.02125 40.6414),40.6414, -74.02125
11101,POINT (-73.942955 40.749294),40.749294, -73.942955
11106,POINT (-73.93425 40.771027),40.771027, -73.93425
10467,POINT (-73.872345 40.859352),40.859352, -73.872345
11357,POINT (-73.823166 40.79192),40.79192, -73.823166
11224,POINT (-73.987625 40.58451),40.58451, -73.987625
11211,POINT (-73.93847 40.71764),40.71764, -73.93847
11412:11423,POINT (-73.77117 40.71051),40.71051, -73.77117
10303,POINT (-74.164444 40.6321),40.6321, -74.164444
10306,POINT (-74.097725 40.581814),40.581814, -74.097725
10009,POINT (-73.97534 40.726543),40.726543, -73.97534
10012,POINT (-73.99377 40.725643),40.725643, -73.99377
10472,POINT (-73.87233 40.823673),40.823673, -73.87233
11413,POINT (-73.75111 40.669735),40.669735, -73.75111
11234,POINT (-73.92289 40.610165),40.610165, -73.92289
10472,POINT (-73.85913 40.825935),40.825935, -73.85913
10302,POINT (-74.13182 40.640003),40.640003, -74.13182
11236,POINT (-73.88737 40.629494),40.629494, -73.88737
10035,POINT (-73.93466 40.827873),40.827873, -73.93466
10306,POINT (-74.121735 40.574905),40.574905, -74.121735
10025,POINT (-73.96199 40.79799),40.79799, -73.96199
11231,POINT (-73.99435 40.681004),40.681004, -73.99435
11237,POINT (-73.91103 40.69835),40.69835, -73.91103
11102,POINT (-73.935295 40.775322),40.775322, -73.935295
10314,POINT (-74.13101 40.599705),40.599705, -74.13101
10465,POINT (-73.82661 40.834015),40.834015, -73.82661
10014,POINT (-74.00335 40.73554),40.73554, -74.00335
10467,POINT (-73.878075 40.87245),40.87245, -73.878075
10309,POINT (-74.21292 40.55426),40.55426, -74.21292
11206,POINT (-73.94863 40.69244),40.69244, -73.94863
11691,POINT (-73.75414 40.608105),40.608105, -73.75414
10456,POINT (-73.90949 40.82959),40.82959, -73.90949
10302,POINT (-74.142044 40.628273),40.628273, -74.142044
11422:11434,POINT (-73.81695 40.66535),40.66535, -73.81695
11365,POINT (-73.77758 40.743008),40.743008, -73.77758
11104,POINT (-73.9223 40.734398),40.734398, -73.9223
10031,POINT (-73.95175 40.819572),40.819572, -73.95175
11235,POINT (-73.95505 40.57918),40.57918, -73.95505
11237,POINT (-73.91404 40.704746),40.704746, -73.91404
10303,POINT (-74.1602 40.637154),40.637154, -74.1602
11691,POINT (-73.76337 40.599102),40.599102, -73.76337
11105,POINT (-73.90912 40.76925),40.76925, -73.90912
111354,POINT (-73.8369 40.769062),40.769062, -73.8369
11222,POINT (-73.952644 40.73681),40.73681, -73.952644
10456,POINT (-73.914734 40.82873),40.82873, -73.914734
11412,POINT (-73.75377 40.69572),40.69572, -73.75377
10456,POINT (-73.914825 40.83599),40.83599, -73.914825
11355,POINT (-73.83544 40.74552),40.74552, -73.83544
11357,POINT (-73.80459 40.783398),40.783398, -73.80459
11221,POINT (-73.918625 40.691807),40.691807, -73.918625
11221,POINT (-73.93618 40.688625),40.688625, -73.93618
10474,POINT (-73.89623 40.81438),40.81438, -73.89623
11412,POINT (-73.759 40.707104),40.707104, -73.759
10463,POINT (-73.90134 40.87971),40.87971, -73.90134
11358:11432,POINT (-73.81588 40.73917),40.73917, -73.81588
11252,POINT (-74.02508 40.617477),40.617477, -74.02508
11205,POINT (-73.964096 40.69596),40.69596, -73.964096
10314,POINT (-74.1623 40.588654),40.588654, -74.1623
10312,POINT (-74.15968 40.53592),40.53592, -74.15968
10463,POINT (-73.90706 40.87093),40.87093, -73.90706
10303,POINT (-74.16826 40.635887),40.635887, -74.16826
10461,POINT (-73.86013 40.85681),40.85681, -73.86013
10314,POINT (-74.14894 40.60975),40.60975, -74.14894
10003,POINT (-73.98855 40.7274),40.7274, -73.98855
11209,POINT (-74.0191 40.624763),40.624763, -74.0191
11357,POINT (-73.810005 40.78972),40.78972, -73.810005
11356,POINT (-73.84608 40.788048),40.788048, -73.84608
11216,POINT (-73.95641 40.6848),40.6848, -73.95641
10304,POINT (-74.08886 40.608543),40.608543, -74.08886
11220,POINT (-74.01796 40.627773),40.627773, -74.01796
11357,POINT (-73.818985 40.781662),40.781662, -73.818985
11208,POINT (-73.892006 40.668255),40.668255, -73.892006
10303,POINT (-74.14643 40.632717),40.632717, -74.14643
10314,POINT (-74.18582 40.59328),40.59328, -74.18582
10031,POINT (-73.94574 40.82532),40.82532, -73.94574
10026,POINT (-73.94828 40.80396),40.80396, -73.94828
11374-2756,POINT (-73.88052 40.728832),40.728832, -73.88052
11366,POINT (-73.802345 40.724117),40.724117, -73.802345
11355,POINT (-73.82841 40.74267),40.74267, -73.82841
11238,POINT (-73.95714 40.68846),40.68846, -73.95714
11436,POINT (-73.798836 40.67892),40.67892, -73.798836
11372,POINT (-73.87136 40.748955),40.748955, -73.87136
10312,POINT (-74.16808 40.557087),40.557087, -74.16808
10303,POINT (-74.147354 40.632103),40.632103, -74.147354
11230,POINT (-73.96189 40.617805),40.617805, -73.96189
11208,POINT (-73.87611 40.67825),40.67825, -73.87611
10310,POINT (-74.11001 40.629906),40.629906, -74.11001
10460,POINT (-73.867325 40.83803),40.83803, -73.867325
10281,POINT (-74.01354 40.714478),40.714478, -74.01354
10001,POINT (-73.99756 40.74658),40.74658, -73.99756
10030,POINT (-73.94641 40.82057),40.82057, -73.94641
10314,POINT (-74.13366 40.621937),40.621937, -74.13366
11214,POINT (-74.00343 40.60997),40.60997, -74.00343
10314,POINT (-74.16361 40.615993),40.615993, -74.16361
10465-3826,POINT (-73.81086 40.820095),40.820095, -73.81086
